,Final Pick,Total Projected Indy Wins,First Quarter Wins,Second Quarter Wins,Third Quarter Wins,Games Played By Carson (17 Max),Colts Made Playoffs,Playoff_Result,Game_Where_Indy_Fell_Out_of_Playoffs,Carson Benched On Purpose,Out_of_Division,Game_Where_Indy_Fell_Out_of_Division,Wins_of_Div_Winner,Out_of_Wildcard,Game_Where_Indy_Fell_Out_of_Wildcard,Wins_of_Last_WC,Week 1 Result,Week 2 Result,Week 3 Result,Week 4 Result,Week 5 Result,Week 6 Result,Week 7 Result,Week 8 Result,Week 9 Result,Week 10 Result,Week 11 Result,Week 12 Result,Week 13 Result,Week 14 Result,Week 15 Result,Week 16 Result,Week 17 Result,Draft Pick Points,Carson Final Snap %,Percentage of Total Occurances (%),Colts_Eliminated_From_Division_or_Wild_Card_Race_First
95,38,6.0,1,2,3,12.254600845935164,False,Missed Playoffs,14.0,True,True,14.0,8.0,True,14.0,10.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,NYJ,IND,BUF,TB,HOU,NE,IND,IND,IND,520,72.08588732903037,0.01,Lost Wild Card and Division at Same Time
96,17,9.0,1,4,7,14.022754242959376,False,Missed Playoffs,16.0,True,True,16.0,11.0,True,16.0,11.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,HOU,NE,ARI,IND,IND,950,82.48678966446693,0.01,Lost Wild Card and Division at Same Time
97,29,8.0,1,3,5,15.960714091781355,True,Conference Final Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,IND,IND,NE,ARI,IND,IND,640,93.8865534810668,0.01,None
98,22,9.0,1,4,6,16.8904,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,780,99.35529411764705,0.01,None
99,39,6.0,1,3,4,12.698206063594215,False,Missed Playoffs,16.0,True,True,16.0,8.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,HOU,IND,ARI,IND,JAX,510,74.69532978584832,0.01,Lost Wild Card and Division at Same Time
100,43,6.0,1,3,4,12.659233775119416,False,Missed Playoffs,15.0,True,True,15.0,10.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,IND,NE,ARI,IND,JAX,470,74.46608103011421,0.01,Lost Wild Card and Division at Same Time
101,39,7.0,1,2,4,11.901072965433823,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,IND,510,70.00631156137543,0.01,Lost Division First
102,19,10.0,1,4,6,16.8904,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,IND,ARI,IND,IND,875,99.35529411764705,0.01,None
103,7,6.0,1,2,3,13.159775472127999,False,Missed Playoffs,14.0,True,True,14.0,11.0,True,14.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,TB,IND,NE,IND,OAK,IND,1500,77.41044395369411,0.01,Lost Wild Card and Division at Same Time
104,13,8.0,1,2,4,14.91752528288557,False,Missed Playoffs,,False,True,17.0,10.0,False,,8.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,JAX,BUF,IND,IND,IND,IND,IND,JAX,1150,87.7501487228563,0.01,Lost Division First
105,34,3.0,1,2,2,10.655205307647243,False,Missed Playoffs,13.0,True,True,13.0,12.0,True,13.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,JAX,BUF,TB,HOU,NE,ARI,OAK,IND,560,62.6776782802779,0.01,Lost Wild Card and Division at Same Time
106,42,7.0,1,2,5,11.320119466290919,False,Missed Playoffs,14.0,True,True,14.0,13.0,True,14.0,10.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,IND,TB,HOU,NE,ARI,IND,IND,480,66.5889380370054,0.01,Lost Wild Card and Division at Same Time
107,26,10.0,1,3,6,14.8508,True,Second Round Exit,,True,True,16.0,12.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,IND,IND,ARI,IND,IND,700,87.35764705882353,0.01,None
108,9,6.0,1,1,4,14.099461411263995,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,IND,TB,IND,NE,ARI,OAK,IND,1350,82.93800830155291,0.01,Lost Wild Card and Division at Same Time
109,35,5.0,1,1,2,11.114987807603226,False,Missed Playoffs,13.0,True,True,13.0,9.0,True,13.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,NYJ,IND,BUF,TB,HOU,IND,IND,IND,JAX,550,65.38228122119546,0.01,Lost Wild Card and Division at Same Time
110,17,8.0,1,2,5,15.855269723127213,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,950,93.26629248898361,0.01,Lost Wild Card and Division at Same Time
111,12,8.0,1,1,4,13.263098162577121,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,1200,78.01822448574777,0.01,Lost Wild Card and Division at Same Time
112,18,9.0,1,3,5,16.554140517245308,False,Missed Playoffs,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,900,97.37729716026652,0.01,Lost Wild Card and Division at Same Time
113,16,8.0,1,4,6,15.37772183976344,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,IND,IND,NE,ARI,IND,JAX,1000,90.45718729272612,0.01,Lost Wild Card and Division at Same Time
114,16,8.0,1,2,5,15.662834545720715,False,Missed Playoffs,,False,False,,9.0,False,,8.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,JAX,IND,IND,IND,NE,ARI,IND,IND,1000,92.13432085718067,0.01,Lost Wild Card and Division at Same Time
115,17,9.0,1,1,5,16.370012294463997,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,IND,IND,IND,IND,ARI,IND,IND,950,96.29418996743527,0.01,Lost Wild Card and Division at Same Time
116,15,8.0,1,2,4,13.454687976239017,False,Missed Playoffs,17.0,True,True,15.0,11.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,IND,IND,JAX,1050,79.14522338964127,0.01,Lost Division First
117,18,9.0,1,3,6,14.36661449572121,False,Missed Playoffs,17.0,True,True,16.0,11.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,900,84.50949703365418,0.01,Lost Division First
118,28,10.0,1,2,5,16.4818411168,True,Second Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,IND,IND,IND,IND,IND,IND,660,96.95200656941175,0.01,None
119,38,5.0,1,2,2,12.055434383539225,False,Missed Playoffs,15.0,True,True,14.0,10.0,True,15.0,8.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,NYJ,JAX,BUF,TB,IND,IND,ARI,OAK,IND,520,70.91431990317191,0.01,Lost Division First
120,10,7.0,1,3,5,15.614384,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,JAX,1300,91.84931764705881,0.01,Lost Wild Card and Division at Same Time
121,40,6.0,1,3,5,12.352899186416343,False,Missed Playoffs,15.0,True,True,14.0,12.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,IND,TB,HOU,NE,ARI,OAK,IND,500,72.6641128612726,0.01,Lost Division First
122,22,10.0,1,4,6,15.90502145475923,True,First Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,IND,ARI,IND,IND,780,93.55894973387782,0.01,None
123,16,8.0,1,3,4,13.149942277339187,False,Missed Playoffs,17.0,True,True,16.0,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,IND,IND,ARI,IND,IND,1000,77.35260163140698,0.01,Lost Division First
124,19,9.0,1,3,5,15.891873384891504,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,875,93.48160814642061,0.01,None
125,10,8.0,1,2,5,13.540244120842958,False,Missed Playoffs,17.0,True,True,16.0,11.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,NE,IND,IND,JAX,1300,79.648494828488,0.01,Lost Division First
126,14,8.0,1,4,5,16.712792,False,Missed Playoffs,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,HOU,IND,IND,OAK,IND,1100,98.3105411764706,0.01,Lost Wild Card and Division at Same Time
127,22,9.0,1,2,5,16.4818411168,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,780,96.95200656941175,0.01,None
128,42,7.0,1,2,4,12.372815796508561,False,Missed Playoffs,17.0,True,True,14.0,11.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,JAX,480,72.78126939122683,0.01,Lost Division First
129,11,8.0,1,2,4,16.242143869522423,False,Missed Playoffs,,False,False,,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,1250,95.5420227618966,0.01,Lost Wild Card First
130,19,8.0,1,2,4,16.040594831144,True,First Round Exit,,False,False,,8.0,False,,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,875,94.3564401832,0.01,None
131,16,8.0,1,3,6,16.153297599991127,False,Missed Playoffs,17.0,False,True,17.0,10.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,IND,IND,HOU,IND,ARI,IND,JAX,1000,95.01939764700663,0.01,Lost Wild Card and Division at Same Time
132,15,8.0,1,4,5,12.806605799428144,False,Missed Playoffs,16.0,True,True,14.0,12.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,NE,ARI,IND,IND,1050,75.3329752907538,0.01,Lost Division First
133,7,7.0,1,2,4,13.345401276799997,False,Missed Playoffs,16.0,True,True,15.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,IND,1500,78.50236045176469,0.01,Lost Division First
134,21,9.0,1,3,5,16.653984,True,First Round Exit,,False,True,16.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,HOU,IND,IND,IND,IND,800,97.9646117647059,0.01,None
135,7,7.0,1,1,5,14.174764454463995,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,IND,IND,HOU,NE,IND,OAK,IND,1500,83.38096737919997,0.01,Lost Wild Card and Division at Same Time
136,49,8.0,1,2,6,11.293494288144826,False,Missed Playoffs,16.0,True,True,14.0,12.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,IND,HOU,NE,ARI,IND,IND,410,66.43231934202839,0.01,Lost Division First
137,10,7.0,1,2,4,13.897727997599826,False,Missed Playoffs,17.0,True,True,16.0,10.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,1300,81.75134116235192,0.01,Lost Division First
138,20,10.0,1,3,7,16.608837865611154,True,First Round Exit,,False,False,,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,Tie,IND,IND,IND,ARI,IND,IND,850,97.6990462683009,0.01,None
139,45,8.0,1,3,4,11.072163189862799,False,Missed Playoffs,17.0,True,True,14.0,12.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,IND,IND,ARI,IND,IND,450,65.13037170507529,0.01,Lost Division First
140,14,8.0,1,4,5,15.413123310622876,False,Missed Playoffs,,True,True,16.0,10.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,NE,ARI,IND,IND,1100,90.66543123895809,0.01,Lost Division First
141,16,8.0,1,4,7,15.382762081125627,False,Missed Playoffs,,False,True,17.0,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,HOU,NE,ARI,IND,JAX,1000,90.48683577132721,0.01,Lost Division First
142,14,8.0,1,4,6,15.8904,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,1100,93.47294117647058,0.01,Lost Wild Card and Division at Same Time
143,22,11.0,1,3,6,16.21106203395974,True,First Round Exit,,False,False,,11.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,IND,IND,IND,780,95.3591884350573,0.01,None
144,47,8.0,1,1,3,11.024974860666513,False,Missed Playoffs,16.0,True,True,14.0,12.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,IND,IND,BUF,TB,IND,IND,IND,IND,IND,430,64.8527932980383,0.01,Lost Division First
145,10,7.0,1,3,5,16.68188325459229,False,Missed Playoffs,17.0,False,True,17.0,8.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,1300,98.12872502701346,0.01,Lost Wild Card First
146,36,4.0,1,2,2,11.571202345781067,False,Missed Playoffs,14.0,True,True,14.0,11.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,JAX,BUF,TB,HOU,NE,ARI,IND,IND,540,68.06589615165333,0.01,Lost Wild Card and Division at Same Time
147,41,7.0,1,2,5,12.111897530185045,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,NE,ARI,OAK,IND,490,71.24645605991203,0.01,Lost Division First
148,6,6.0,1,3,4,13.405715337663999,False,Missed Playoffs,15.0,True,True,15.0,10.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,JAX,BUF,TB,HOU,NE,ARI,IND,IND,1600,78.85714904508234,0.01,Lost Wild Card and Division at Same Time
149,16,8.0,1,3,5,13.480473773513213,False,Missed Playoffs,,True,True,15.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1000,79.29690455007771,0.01,Lost Division First
150,25,8.0,1,3,5,15.229972268100667,True,Second Round Exit,,False,False,,8.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,OAK,JAX,720,89.58807216529804,0.01,None
151,45,7.0,1,1,2,12.291466110792046,False,Missed Playoffs,15.0,True,True,15.0,10.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,TEN,NYJ,IND,BUF,TB,IND,IND,IND,IND,IND,450,72.3027418281885,0.01,Lost Wild Card and Division at Same Time
152,40,5.0,1,2,3,11.91889683287276,False,Missed Playoffs,15.0,True,True,14.0,11.0,True,15.0,8.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,NYJ,JAX,BUF,IND,IND,NE,ARI,OAK,IND,500,70.11115784042799,0.01,Lost Division First
153,10,7.0,1,2,4,12.782700279245867,False,Missed Playoffs,15.0,True,True,15.0,8.0,True,15.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1300,75.19235458379923,0.01,Lost Wild Card and Division at Same Time
154,10,7.0,1,3,4,13.957915478445674,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,IND,JAX,BUF,TB,IND,IND,ARI,OAK,IND,1300,82.1053851673275,0.01,Lost Wild Card and Division at Same Time
155,13,7.0,1,2,4,13.307369436799995,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1150,78.27864374588232,0.01,Lost Wild Card and Division at Same Time
156,36,4.0,1,2,2,11.258529022392771,False,Missed Playoffs,14.0,True,True,14.0,10.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,JAX,BUF,TB,IND,NE,ARI,OAK,IND,540,66.22664130819277,0.01,Lost Wild Card and Division at Same Time
157,13,7.0,1,4,6,12.949074213891738,False,Missed Playoffs,17.0,True,True,15.0,11.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,NE,ARI,IND,JAX,1150,76.17102478759845,0.01,Lost Division First
158,7,6.0,1,3,5,13.099873167085574,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,IND,TB,HOU,NE,ARI,IND,JAX,1500,77.05807745344455,0.01,Lost Wild Card and Division at Same Time
159,25,9.0,1,3,5,16.001827142750162,True,Second Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,IND,IND,IND,IND,IND,JAX,720,94.1283949573539,0.01,None
160,10,7.0,1,4,6,15.774015288596717,False,Missed Playoffs,17.0,True,True,17.0,8.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,OAK,JAX,1300,92.78832522703951,0.01,Lost Wild Card and Division at Same Time
161,23,10.0,1,3,7,16.576413058047017,True,First Round Exit,,False,True,16.0,12.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,IND,IND,IND,ARI,OAK,IND,760,97.50831210615893,0.01,None
162,16,8.0,1,3,4,13.305803065555736,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,IND,BUF,TB,IND,IND,ARI,IND,IND,1000,78.26942979738668,0.01,Lost Division First
163,11,7.0,1,3,5,14.555575999999997,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,IND,HOU,IND,ARI,OAK,IND,1250,85.62103529411763,0.01,Lost Division First
164,11,7.0,1,3,4,13.382672479999997,False,Missed Playoffs,15.0,True,True,14.0,10.0,True,15.0,10.0,SEA,LAR,TEN,IND,BAL,HOU,IND,IND,NYJ,IND,BUF,TB,IND,NE,IND,OAK,IND,1250,78.7216028235294,0.01,Lost Division First
165,22,9.0,1,2,5,16.27509400788997,True,First Round Exit,,False,False,,9.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,TB,IND,IND,IND,OAK,IND,780,95.73584710523511,0.01,None
166,26,8.0,1,4,5,15.535260882667847,True,Second Round Exit,,False,True,15.0,11.0,False,,8.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,IND,ARI,OAK,IND,700,91.38388754510498,0.01,None
167,38,6.0,1,2,5,11.984230431981214,False,Missed Playoffs,16.0,True,True,14.0,12.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,NE,ARI,OAK,JAX,520,70.49547312930126,0.01,Lost Division First
168,20,10.0,1,3,5,15.285450293813723,True,First Round Exit,,False,False,,11.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,IND,IND,IND,IND,IND,IND,850,89.9144134930219,0.01,None
169,31,10.0,1,3,6,14.710334291075654,True,Super Bowl Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,600,86.53137818279797,0.01,None
170,12,7.0,1,2,4,13.382672479999997,False,Missed Playoffs,16.0,True,True,14.0,12.0,True,16.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,JAX,1200,78.7216028235294,0.01,Lost Division First
171,13,8.0,1,3,6,16.42673595293463,False,Missed Playoffs,,False,False,,8.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,HOU,NE,ARI,IND,IND,1150,96.6278585466743,0.01,Lost Wild Card First
172,7,7.0,1,3,5,16.63909453144121,False,Missed Playoffs,,False,False,,8.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,1500,97.87702665553653,0.01,Lost Wild Card First
173,11,7.0,1,2,4,14.286593276799994,False,Missed Playoffs,16.0,True,True,16.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1250,84.03878398117644,0.01,Lost Wild Card and Division at Same Time
174,8,6.0,1,2,4,14.070653157052448,False,Missed Playoffs,16.0,True,True,16.0,8.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,1400,82.76854798266146,0.01,Lost Wild Card and Division at Same Time
175,9,6.0,1,2,3,13.342998807749849,False,Missed Playoffs,16.0,True,True,16.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,TB,IND,IND,ARI,OAK,IND,1350,78.48822828088147,0.01,Lost Wild Card First
176,9,6.0,1,2,4,13.276221003891735,False,Missed Playoffs,16.0,True,True,14.0,13.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,IND,NE,ARI,OAK,IND,1350,78.09541766995139,0.01,Lost Division First
177,14,8.0,1,3,6,12.905117018374627,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,IND,TB,HOU,NE,ARI,IND,IND,1100,75.91245304926251,0.01,Lost Division First
178,18,9.0,1,3,5,13.894485962398152,False,Missed Playoffs,,True,True,16.0,11.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,900,81.73227036704796,0.01,Lost Division First
179,29,7.0,1,3,5,14.492210075530377,True,Conference Final Exit,,False,False,,7.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,640,85.2482945619434,0.01,None
180,49,8.0,1,2,4,12.723007158744426,False,Missed Playoffs,17.0,True,True,15.0,11.0,True,17.0,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,IND,BUF,IND,HOU,IND,IND,IND,IND,410,74.84121858084957,0.01,Lost Division First
181,26,9.0,1,3,6,16.8508,True,Second Round Exit,,False,False,,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,NE,IND,IND,JAX,700,99.12235294117647,0.01,None
182,10,7.0,1,2,4,13.4251291682257,False,Missed Playoffs,15.0,True,True,14.0,13.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,JAX,IND,TB,IND,NE,Tie,IND,IND,1300,78.97134804838647,0.01,Lost Division First
183,12,7.0,1,3,4,16.188185276799995,False,Missed Playoffs,,False,False,,7.0,True,17.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,JAX,BUF,IND,IND,NE,IND,IND,JAX,1200,95.22461927529409,0.01,Lost Wild Card First
184,31,9.0,1,3,6,16.59166731275065,True,Super Bowl Exit,,False,True,16.0,10.0,False,,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,IND,600,97.5980430161803,0.01,None
185,16,8.0,1,2,5,15.055092914665169,False,Missed Playoffs,17.0,True,True,17.0,9.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,JAX,1000,88.5593700862657,0.01,Lost Wild Card and Division at Same Time
186,42,6.0,1,2,2,11.457658874265936,False,Missed Playoffs,16.0,True,True,14.0,10.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,NYJ,JAX,BUF,TB,IND,IND,IND,IND,JAX,480,67.39799337803491,0.01,Lost Division First
187,37,5.0,1,3,3,11.614301041171068,False,Missed Playoffs,14.0,True,True,14.0,8.0,True,14.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,IND,NYJ,JAX,BUF,TB,HOU,NE,ARI,IND,IND,530,68.31941788924158,0.01,Lost Wild Card and Division at Same Time
188,18,9.0,1,2,6,16.65555216,False,Missed Playoffs,,False,False,,10.0,False,,10.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,IND,IND,HOU,IND,ARI,IND,IND,900,97.97383623529412,0.01,Lost Wild Card and Division at Same Time
189,15,8.0,1,4,5,15.8508,False,Missed Playoffs,17.0,True,True,16.0,11.0,True,17.0,9.0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,IND,ARI,IND,JAX,1050,93.24,0.01,Lost Division First
190,42,7.0,1,2,4,12.53998669632389,False,Missed Playoffs,16.0,True,True,15.0,10.0,True,16.0,9.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,480,73.76462762543464,0.01,Lost Division First
191,3,5.0,1,2,4,14.173258393599996,False,Missed Playoffs,16.0,True,True,15.0,11.0,True,16.0,8.0,SEA,LAR,TEN,IND,BAL,HOU,IND,TEN,IND,JAX,BUF,IND,IND,NE,ARI,OAK,JAX,2200,83.37210819764704,0.01,Lost Division First
192,8,6.0,1,2,4,13.349092740990026,False,Missed Playoffs,15.0,True,True,15.0,9.0,True,15.0,9.0,SEA,LAR,TEN,IND,BAL,IND,SF,TEN,IND,IND,BUF,TB,HOU,IND,ARI,OAK,IND,1400,78.52407494700016,0.01,Lost Wild Card and Division at Same Time
